time_period,phase_type_grouping,pupil_sen_status,primary_need,pupil_count,Need_code,Need_category,AYCode
201920,secondary,EHC plans,Physical Disability,4024,PD,Physical &/or Sensory,2019
201920,secondary,EHC plans,Profound & Multiple Learning Difficulty,266,PMLD,Cognition & Learning,2019
201920,secondary,EHC plans,Severe Learning Difficulty,1089,SLD,Cognition & Learning,2019
201920,secondary,EHC plans,"Social, Emotional and Mental Health",10730,SEMH,"Social, Emotional, Mental Health",2019
201920,secondary,EHC plans,Specific Learning Difficulty,4448,SPLD,Cognition & Learning,2019
201920,secondary,EHC plans,"Speech, Language and Communications needs",10392,SLCN,Communication & Interaction,2019
201920,secondary,EHC plans,Visual Impairment,1309,VI,Physical &/or Sensory,2019
201920,secondary,No SEN,Missing,2969855,MN,Other,2019
201920,secondary,SEN Support,Autistic Spectrum Disorder,32098,ASD,Communication & Interaction,2019
201920,secondary,SEN Support,Hearing Impairment,7837,HI,Physical &/or Sensory,2019
201920,secondary,SEN Support,Moderate Learning Difficulty,84166,MLD,Cognition & Learning,2019
201920,secondary,SEN Support,Multi- Sensory Impairment,845,MSI,Physical &/or Sensory,2019
201920,secondary,SEN Support,Other Difficulty/Disability,22946,OTH,Other,2019
201920,secondary,SEN Support,Physical Disability,9203,PD,Physical &/or Sensory,2019
201920,secondary,SEN Support,Profound & Multiple Learning Difficulty,166,PMLD,Cognition & Learning,2019
201920,secondary,SEN Support,SEN support but no specialist assessment of type of need,11720,NSA,No Specific Assessment,2019
201920,secondary,SEN Support,Severe Learning Difficulty,950,SLD,Cognition & Learning,2019
201920,secondary,SEN Support,"Social, Emotional and Mental Health",80255,SEMH,"Social, Emotional, Mental Health",2019
201920,secondary,SEN Support,Specific Learning Difficulty,83615,SPLD,Cognition & Learning,2019
201920,secondary,SEN Support,"Speech, Language and Communications needs",40889,SLCN,Communication & Interaction,2019
201920,secondary,SEN Support,Visual Impairment,4503,VI,Physical &/or Sensory,2019
201920,secondary,Total,Autistic Spectrum Disorder,48683,ASD,Communication & Interaction,2019
201920,secondary,Total,Hearing Impairment,9869,HI,Physical &/or Sensory,2019
201920,secondary,Total,Missing,2969856,MN,Other,2019
201920,secondary,Total,Moderate Learning Difficulty,91254,MLD,Cognition & Learning,2019
201920,secondary,Total,Multi- Sensory Impairment,1049,MSI,Physical &/or Sensory,2019
201920,secondary,Total,Other Difficulty/Disability,25007,OTH,Other,2019
201920,secondary,Total,Physical Disability,13227,PD,Physical &/or Sensory,2019
201920,secondary,Total,Profound & Multiple Learning Difficulty,432,PMLD,Cognition & Learning,2019
201920,secondary,Total,SEN support but no specialist assessment of type of need,11720,NSA,No Specific Assessment,2019
201920,secondary,Total,Severe Learning Difficulty,2039,SLD,Cognition & Learning,2019
201920,secondary,Total,"Social, Emotional and Mental Health",90985,SEMH,"Social, Emotional, Mental Health",2019
201920,secondary,Total,Specific Learning Difficulty,88063,SPLD,Cognition & Learning,2019
201920,secondary,Total,"Speech, Language and Communications needs",51281,SLCN,Communication & Interaction,2019
201920,secondary,Total,Visual Impairment,5812,VI,Physical &/or Sensory,2019
201920,special,EHC plans,Autistic Spectrum Disorder,39471,ASD,Communication & Interaction,2019
201920,special,EHC plans,Hearing Impairment,929,HI,Physical &/or Sensory,2019
201920,special,EHC plans,Moderate Learning Difficulty,15146,MLD,Cognition & Learning,2019
201920,special,EHC plans,Multi- Sensory Impairment,313,MSI,Physical &/or Sensory,2019
201920,special,EHC plans,Other Difficulty/Disability,2085,OTH,Other,2019
201920,special,EHC plans,Physical Disability,3818,PD,Physical &/or Sensory,2019
201920,special,EHC plans,Profound & Multiple Learning Difficulty,8268,PMLD,Cognition & Learning,2019
201920,special,EHC plans,Severe Learning Difficulty,26846,SLD,Cognition & Learning,2019
201920,special,EHC plans,"Social, Emotional and Mental Health",15983,SEMH,"Social, Emotional, Mental Health",2019
201920,special,EHC plans,Specific Learning Difficulty,2136,SPLD,Cognition & Learning,2019
201920,special,EHC plans,"Speech, Language and Communications needs",9705,SLCN,Communication & Interaction,2019
201920,special,EHC plans,Visual Impairment,655,VI,Physical &/or Sensory,2019
201920,special,No SEN,Missing,105,MN,Other,2019
201920,special,SEN Support,Autistic Spectrum Disorder,320,ASD,Communication & Interaction,2019
201920,special,SEN Support,Hearing Impairment,11,HI,Physical &/or Sensory,2019
201920,special,SEN Support,Moderate Learning Difficulty,155,MLD,Cognition & Learning,2019
201920,special,SEN Support,Other Difficulty/Disability,76,OTH,Other,2019
201920,special,SEN Support,Physical Disability,87,PD,Physical &/or Sensory,2019
201920,special,SEN Support,Profound & Multiple Learning Difficulty,165,PMLD,Cognition & Learning,2019
201920,special,SEN Support,SEN support but no specialist assessment of type of need,131,NSA,No Specific Assessment,2019
201920,special,SEN Support,Severe Learning Difficulty,304,SLD,Cognition & Learning,2019
201920,special,SEN Support,"Social, Emotional and Mental Health",314,SEMH,"Social, Emotional, Mental Health",2019
201920,special,SEN Support,Specific Learning Difficulty,64,SPLD,Cognition & Learning,2019
201920,special,SEN Support,"Speech, Language and Communications needs",115,SLCN,Communication & Interaction,2019
201920,special,SEN Support,Visual Impairment,8,VI,Physical &/or Sensory,2019
201920,special,Total,Autistic Spectrum Disorder,39791,ASD,Communication & Interaction,2019
201920,special,Total,Hearing Impairment,940,HI,Physical &/or Sensory,2019
201920,special,Total,Missing,105,MN,Other,2019
201920,special,Total,Moderate Learning Difficulty,15301,MLD,Cognition & Learning,2019
201920,special,Total,Multi- Sensory Impairment,313,MSI,Physical &/or Sensory,2019
201920,special,Total,Other Difficulty/Disability,2161,OTH,Other,2019
201920,special,Total,Physical Disability,3905,PD,Physical &/or Sensory,2019
201920,special,Total,Profound & Multiple Learning Difficulty,8433,PMLD,Cognition & Learning,2019
201920,special,Total,SEN support but no specialist assessment of type of need,131,NSA,No Specific Assessment,2019
201920,special,Total,Severe Learning Difficulty,27150,SLD,Cognition & Learning,2019
201920,special,Total,"Social, Emotional and Mental Health",16297,SEMH,"Social, Emotional, Mental Health",2019
201920,special,Total,Specific Learning Difficulty,2200,SPLD,Cognition & Learning,2019
201920,special,Total,"Speech, Language and Communications needs",9820,SLCN,Communication & Interaction,2019
201920,special,Total,Visual Impairment,663,VI,Physical &/or Sensory,2019
201920,Total,EHC plans,Autistic Spectrum Disorder,82847,ASD,Communication & Interaction,2019
201920,Total,EHC plans,Hearing Impairment,6027,HI,Physical &/or Sensory,2019
201920,Total,EHC plans,Missing,1,MN,Other,2019
201920,Total,EHC plans,Moderate Learning Difficulty,29592,MLD,Cognition & Learning,2019
201920,Total,EHC plans,Multi- Sensory Impairment,965,MSI,Physical &/or Sensory,2019
201920,Total,EHC plans,Other Difficulty/Disability,7069,OTH,Other,2019
201920,Total,EHC plans,Physical Disability,13371,PD,Physical &/or Sensory,2019
201920,Total,EHC plans,Profound & Multiple Learning Difficulty,10003,PMLD,Cognition & Learning,2019
201920,Total,EHC plans,Severe Learning Difficulty,30593,SLD,Cognition & Learning,2019
201920,Total,EHC plans,"Social, Emotional and Mental Health",39189,SEMH,"Social, Emotional, Mental Health",2019
201920,Total,EHC plans,Specific Learning Difficulty,9947,SPLD,Cognition & Learning,2019
201920,Total,EHC plans,"Speech, Language and Communications needs",42589,SLCN,Communication & Interaction,2019
201920,Total,EHC plans,Visual Impairment,3411,VI,Physical &/or Sensory,2019
201920,Total,No SEN,Missing,7037528,MN,Other,2019
201920,Total,SEN Support,Autistic Spectrum Disorder,67867,ASD,Communication & Interaction,2019
201920,Total,SEN Support,Hearing Impairment,17173,HI,Physical &/or Sensory,2019
201920,Total,SEN Support,Moderate Learning Difficulty,211563,MLD,Cognition & Learning,2019
201920,Total,SEN Support,Multi- Sensory Impairment,2647,MSI,Physical &/or Sensory,2019
201920,Total,SEN Support,Other Difficulty/Disability,45932,OTH,Other,2019
201920,Total,SEN Support,Physical Disability,23417,PD,Physical &/or Sensory,2019
201920,Total,SEN Support,Profound & Multiple Learning Difficulty,916,PMLD,Cognition & Learning,2019
201920,Total,SEN Support,SEN support but no specialist assessment of type of need,40333,NSA,No Specific Assessment,2019
201920,Total,SEN Support,Severe Learning Difficulty,3001,SLD,Cognition & Learning,2019
201920,Total,SEN Support,"Social, Emotional and Mental Health",194111,SEMH,"Social, Emotional, Mental Health",2019
201920,Total,SEN Support,Specific Learning Difficulty,145878,SPLD,Cognition & Learning,2019
201920,Total,SEN Support,"Speech, Language and Communications needs",236960,SLCN,Communication & Interaction,2019
201920,Total,SEN Support,Visual Impairment,9622,VI,Physical &/or Sensory,2019
201920,Total,Total,Autistic Spectrum Disorder,150714,ASD,Communication & Interaction,2019
201920,Total,Total,Hearing Impairment,23200,HI,Physical &/or Sensory,2019
201920,Total,Total,Missing,7037529,MN,Other,2019
201920,Total,Total,Moderate Learning Difficulty,241155,MLD,Cognition & Learning,2019
201920,Total,Total,Multi- Sensory Impairment,3612,MSI,Physical &/or Sensory,2019
201920,Total,Total,Other Difficulty/Disability,53001,OTH,Other,2019
201920,Total,Total,Physical Disability,36788,PD,Physical &/or Sensory,2019
201920,Total,Total,Profound & Multiple Learning Difficulty,10919,PMLD,Cognition & Learning,2019
201920,Total,Total,SEN support but no specialist assessment of type of need,40333,NSA,No Specific Assessment,2019
201920,Total,Total,Severe Learning Difficulty,33594,SLD,Cognition & Learning,2019
201920,Total,Total,"Social, Emotional and Mental Health",233300,SEMH,"Social, Emotional, Mental Health",2019
201920,Total,Total,Specific Learning Difficulty,155825,SPLD,Cognition & Learning,2019
201920,Total,Total,"Speech, Language and Communications needs",279549,SLCN,Communication & Interaction,2019
201920,Total,Total,Visual Impairment,13033,VI,Physical &/or Sensory,2019
201819,special,EHC plans,Autistic Spectrum Disorder,998,ASD,Communication & Interaction,2018
201819,special,EHC plans,Hearing Impairment,472,HI,Physical &/or Sensory,2018
201819,special,EHC plans,Moderate Learning Difficulty,131,MLD,Cognition & Learning,2018
201819,special,EHC plans,Multi- Sensory Impairment,59,MSI,Physical &/or Sensory,2018
201819,special,EHC plans,Other Difficulty/Disability,41,OTH,Other,2018
201819,special,EHC plans,Physical Disability,343,PD,Physical &/or Sensory,2018
201819,special,EHC plans,Profound & Multiple Learning Difficulty,196,PMLD,Cognition & Learning,2018
201819,special,EHC plans,Severe Learning Difficulty,168,SLD,Cognition & Learning,2018
201819,special,EHC plans,"Social, Emotional and Mental Health",416,SEMH,"Social, Emotional, Mental Health",2018
201819,special,EHC plans,Specific Learning Difficulty,59,SPLD,Cognition & Learning,2018
201819,special,EHC plans,"Speech, Language and Communications needs",520,SLCN,Communication & Interaction,2018
201819,special,EHC plans,Visual Impairment,181,VI,Physical &/or Sensory,2018
201819,special,No SEN,Missing,16,MN,Other,2018
201819,special,SEN Support,Autistic Spectrum Disorder,10,ASD,Communication & Interaction,2018
201819,special,SEN Support,Hearing Impairment,15,HI,Physical &/or Sensory,2018
201819,special,SEN Support,Moderate Learning Difficulty,2,MLD,Cognition & Learning,2018
201819,special,SEN Support,Multi- Sensory Impairment,2,MSI,Physical &/or Sensory,2018
201819,special,SEN Support,Other Difficulty/Disability,6,OTH,Other,2018
201819,special,SEN Support,Profound & Multiple Learning Difficulty,8,PMLD,Cognition & Learning,2018
201819,special,SEN Support,SEN support but no specialist assessment of type of need,1,NSA,No Specific Assessment,2018
201819,special,SEN Support,"Social, Emotional and Mental Health",4,SEMH,"Social, Emotional, Mental Health",2018
201819,special,SEN Support,Specific Learning Difficulty,5,SPLD,Cognition & Learning,2018
201819,special,SEN Support,"Speech, Language and Communications needs",7,SLCN,Communication & Interaction,2018
201819,special,SEN Support,Visual Impairment,11,VI,Physical &/or Sensory,2018
201819,special,Total,Autistic Spectrum Disorder,1008,ASD,Communication & Interaction,2018
201819,special,Total,Hearing Impairment,487,HI,Physical &/or Sensory,2018
201819,special,Total,Missing,16,MN,Other,2018
201819,special,Total,Moderate Learning Difficulty,133,MLD,Cognition & Learning,2018
201819,special,Total,Multi- Sensory Impairment,61,MSI,Physical &/or Sensory,2018
201819,special,Total,Other Difficulty/Disability,47,OTH,Other,2018
201819,special,Total,Physical Disability,343,PD,Physical &/or Sensory,2018
201819,special,Total,Profound & Multiple Learning Difficulty,204,PMLD,Cognition & Learning,2018
201819,special,Total,SEN support but no specialist assessment of type of need,1,NSA,No Specific Assessment,2018
201819,special,Total,Severe Learning Difficulty,168,SLD,Cognition & Learning,2018
201819,special,Total,"Social, Emotional and Mental Health",420,SEMH,"Social, Emotional, Mental Health",2018
201819,special,Total,Specific Learning Difficulty,64,SPLD,Cognition & Learning,2018
201819,special,Total,"Speech, Language and Communications needs",527,SLCN,Communication & Interaction,2018
201819,special,Total,Visual Impairment,192,VI,Physical &/or Sensory,2018
201819,AP,EHC plans,Autistic Spectrum Disorder,317,ASD,Communication & Interaction,2018
201819,AP,EHC plans,Hearing Impairment,3,HI,Physical &/or Sensory,2018
201819,AP,EHC plans,Moderate Learning Difficulty,77,MLD,Cognition & Learning,2018
201819,AP,EHC plans,Multi- Sensory Impairment,1,MSI,Physical &/or Sensory,2018
201819,AP,EHC plans,Other Difficulty/Disability,59,OTH,Other,2018
201819,AP,EHC plans,Physical Disability,23,PD,Physical &/or Sensory,2018
201819,AP,EHC plans,Profound & Multiple Learning Difficulty,6,PMLD,Cognition & Learning,2018
201819,AP,EHC plans,Severe Learning Difficulty,8,SLD,Cognition & Learning,2018
201819,AP,EHC plans,"Social, Emotional and Mental Health",1493,SEMH,"Social, Emotional, Mental Health",2018
201819,AP,EHC plans,Specific Learning Difficulty,65,SPLD,Cognition & Learning,2018
201819,AP,EHC plans,"Speech, Language and Communications needs",107,SLCN,Communication & Interaction,2018
201819,AP,EHC plans,Visual Impairment,2,VI,Physical &/or Sensory,2018
201819,AP,No SEN,Missing,3065,MN,Other,2018
201819,AP,SEN Support,Autistic Spectrum Disorder,143,ASD,Communication & Interaction,2018
201819,AP,SEN Support,Hearing Impairment,19,HI,Physical &/or Sensory,2018
201819,AP,SEN Support,Moderate Learning Difficulty,526,MLD,Cognition & Learning,2018
201819,AP,SEN Support,Multi- Sensory Impairment,2,MSI,Physical &/or Sensory,2018
201819,AP,SEN Support,Other Difficulty/Disability,243,OTH,Other,2018
201819,AP,SEN Support,Physical Disability,43,PD,Physical &/or Sensory,2018
201819,AP,SEN Support,Profound & Multiple Learning Difficulty,2,PMLD,Cognition & Learning,2018
201819,AP,SEN Support,SEN support but no specialist assessment of type of need,422,NSA,No Specific Assessment,2018
201819,AP,SEN Support,Severe Learning Difficulty,6,SLD,Cognition & Learning,2018
201819,AP,SEN Support,"Social, Emotional and Mental Health",8874,SEMH,"Social, Emotional, Mental Health",2018
201819,AP,SEN Support,Specific Learning Difficulty,358,SPLD,Cognition & Learning,2018
201819,AP,SEN Support,"Speech, Language and Communications needs",257,SLCN,Communication & Interaction,2018
201819,AP,SEN Support,Visual Impairment,13,VI,Physical &/or Sensory,2018
201819,AP,Total,Autistic Spectrum Disorder,460,ASD,Communication & Interaction,2018
201819,AP,Total,Hearing Impairment,22,HI,Physical &/or Sensory,2018
201819,AP,Total,Missing,3065,MN,Other,2018
201819,AP,Total,Moderate Learning Difficulty,603,MLD,Cognition & Learning,2018
201819,AP,Total,Multi- Sensory Impairment,3,MSI,Physical &/or Sensory,2018
201819,AP,Total,Other Difficulty/Disability,302,OTH,Other,2018
201819,AP,Total,Physical Disability,66,PD,Physical &/or Sensory,2018
201819,AP,Total,Profound & Multiple Learning Difficulty,8,PMLD,Cognition & Learning,2018
201819,AP,Total,SEN support but no specialist assessment of type of need,422,NSA,No Specific Assessment,2018
201819,AP,Total,Severe Learning Difficulty,14,SLD,Cognition & Learning,2018
201819,AP,Total,"Social, Emotional and Mental Health",10367,SEMH,"Social, Emotional, Mental Health",2018
201819,AP,Total,Specific Learning Difficulty,423,SPLD,Cognition & Learning,2018
201819,AP,Total,"Speech, Language and Communications needs",364,SLCN,Communication & Interaction,2018
201819,AP,Total,Visual Impairment,15,VI,Physical &/or Sensory,2018
201819,nursery,EHC plans,Autistic Spectrum Disorder,116,ASD,Communication & Interaction,2018
201819,nursery,EHC plans,Hearing Impairment,8,HI,Physical &/or Sensory,2018
201819,nursery,EHC plans,Moderate Learning Difficulty,13,MLD,Cognition & Learning,2018
201819,nursery,EHC plans,Other Difficulty/Disability,23,OTH,Other,2018
201819,nursery,EHC plans,Physical Disability,38,PD,Physical &/or Sensory,2018
201819,nursery,EHC plans,Profound & Multiple Learning Difficulty,38,PMLD,Cognition & Learning,2018
201819,nursery,EHC plans,Severe Learning Difficulty,28,SLD,Cognition & Learning,2018
201819,nursery,EHC plans,"Social, Emotional and Mental Health",7,SEMH,"Social, Emotional, Mental Health",2018
201819,nursery,EHC plans,Specific Learning Difficulty,19,SPLD,Cognition & Learning,2018
201819,nursery,EHC plans,"Speech, Language and Communications needs",90,SLCN,Communication & Interaction,2018
201819,nursery,EHC plans,Visual Impairment,9,VI,Physical &/or Sensory,2018
201819,nursery,No SEN,Missing,36162,MN,Other,2018
201819,nursery,SEN Support,Autistic Spectrum Disorder,577,ASD,Communication & Interaction,2018
201819,nursery,SEN Support,Hearing Impairment,90,HI,Physical &/or Sensory,2018
201819,nursery,SEN Support,Moderate Learning Difficulty,148,MLD,Cognition & Learning,2018
201819,nursery,SEN Support,Multi- Sensory Impairment,14,MSI,Physical &/or Sensory,2018
201819,nursery,SEN Support,Other Difficulty/Disability,186,OTH,Other,2018
201819,nursery,SEN Support,Physical Disability,215,PD,Physical &/or Sensory,2018
201819,nursery,SEN Support,Profound & Multiple Learning Difficulty,81,PMLD,Cognition & Learning,2018
201819,nursery,SEN Support,SEN support but no specialist assessment of type of need,58,NSA,No Specific Assessment,2018
201819,nursery,SEN Support,Severe Learning Difficulty,107,SLD,Cognition & Learning,2018
201819,nursery,SEN Support,"Social, Emotional and Mental Health",399,SEMH,"Social, Emotional, Mental Health",2018
201819,nursery,SEN Support,Specific Learning Difficulty,69,SPLD,Cognition & Learning,2018
201819,nursery,SEN Support,"Speech, Language and Communications needs",3654,SLCN,Communication & Interaction,2018
201819,nursery,SEN Support,Visual Impairment,58,VI,Physical &/or Sensory,2018
201819,nursery,Total,Autistic Spectrum Disorder,693,ASD,Communication & Interaction,2018
201819,nursery,Total,Hearing Impairment,98,HI,Physical &/or Sensory,2018
201819,nursery,Total,Missing,36162,MN,Other,2018
201819,nursery,Total,Moderate Learning Difficulty,161,MLD,Cognition & Learning,2018
201819,nursery,Total,Multi- Sensory Impairment,14,MSI,Physical &/or Sensory,2018
201819,nursery,Total,Other Difficulty/Disability,209,OTH,Other,2018
201819,nursery,Total,Physical Disability,253,PD,Physical &/or Sensory,2018
201819,nursery,Total,Profound & Multiple Learning Difficulty,119,PMLD,Cognition & Learning,2018
201819,nursery,Total,SEN support but no specialist assessment of type of need,58,NSA,No Specific Assessment,2018
201819,nursery,Total,Severe Learning Difficulty,135,SLD,Cognition & Learning,2018
201819,nursery,Total,"Social, Emotional and Mental Health",406,SEMH,"Social, Emotional, Mental Health",2018
201819,nursery,Total,Specific Learning Difficulty,88,SPLD,Cognition & Learning,2018
201819,nursery,Total,"Speech, Language and Communications needs",3744,SLCN,Communication & Interaction,2018
201819,nursery,Total,Visual Impairment,67,VI,Physical &/or Sensory,2018
201819,primary,EHC plans,Autistic Spectrum Disorder,21626,ASD,Communication & Interaction,2018
201819,primary,EHC plans,Hearing Impairment,2550,HI,Physical &/or Sensory,2018
201819,primary,EHC plans,Moderate Learning Difficulty,6434,MLD,Cognition & Learning,2018
201819,primary,EHC plans,Multi- Sensory Impairment,383,MSI,Physical &/or Sensory,2018
201819,primary,EHC plans,Other Difficulty/Disability,2697,OTH,Other,2018
201819,primary,EHC plans,Physical Disability,5052,PD,Physical &/or Sensory,2018
201819,primary,EHC plans,Profound & Multiple Learning Difficulty,1188,PMLD,Cognition & Learning,2018
201819,primary,EHC plans,Severe Learning Difficulty,2400,SLD,Cognition & Learning,2018
201819,primary,EHC plans,"Social, Emotional and Mental Health",8904,SEMH,"Social, Emotional, Mental Health",2018
201819,primary,EHC plans,Specific Learning Difficulty,2768,SPLD,Cognition & Learning,2018
201819,primary,EHC plans,"Speech, Language and Communications needs",19145,SLCN,Communication & Interaction,2018
201819,primary,EHC plans,Visual Impairment,1257,VI,Physical &/or Sensory,2018
201819,primary,No SEN,Missing,4056977,MN,Other,2018
201819,primary,SEN Support,Autistic Spectrum Disorder,31182,ASD,Communication & Interaction,2018
201819,primary,SEN Support,Hearing Impairment,8936,HI,Physical &/or Sensory,2018
201819,primary,SEN Support,Missing,1,MN,Other,2018
201819,primary,SEN Support,Moderate Learning Difficulty,133564,MLD,Cognition & Learning,2018
201819,primary,SEN Support,Multi- Sensory Impairment,1794,MSI,Physical &/or Sensory,2018
201819,primary,SEN Support,Other Difficulty/Disability,23268,OTH,Other,2018
201819,primary,SEN Support,Physical Disability,13855,PD,Physical &/or Sensory,2018
201819,primary,SEN Support,Profound & Multiple Learning Difficulty,554,PMLD,Cognition & Learning,2018
201819,primary,SEN Support,SEN support but no specialist assessment of type of need,28891,NSA,No Specific Assessment,2018
201819,primary,SEN Support,Severe Learning Difficulty,1736,SLD,Cognition & Learning,2018
201819,primary,SEN Support,"Social, Emotional and Mental Health",100075,SEMH,"Social, Emotional, Mental Health",2018
201819,primary,SEN Support,Specific Learning Difficulty,60925,SPLD,Cognition & Learning,2018
201819,primary,SEN Support,"Speech, Language and Communications needs",185966,SLCN,Communication & Interaction,2018
201819,primary,SEN Support,Visual Impairment,4961,VI,Physical &/or Sensory,2018
201819,primary,Total,Autistic Spectrum Disorder,52808,ASD,Communication & Interaction,2018
201819,primary,Total,Hearing Impairment,11486,HI,Physical &/or Sensory,2018
201819,primary,Total,Missing,4056978,MN,Other,2018
201819,primary,Total,Moderate Learning Difficulty,139998,MLD,Cognition & Learning,2018
201819,primary,Total,Multi- Sensory Impairment,2177,MSI,Physical &/or Sensory,2018
201819,primary,Total,Other Difficulty/Disability,25965,OTH,Other,2018
201819,primary,Total,Physical Disability,18907,PD,Physical &/or Sensory,2018
201819,primary,Total,Profound & Multiple Learning Difficulty,1742,PMLD,Cognition & Learning,2018
201819,primary,Total,SEN support but no specialist assessment of type of need,28891,NSA,No Specific Assessment,2018
201819,primary,Total,Severe Learning Difficulty,4136,SLD,Cognition & Learning,2018
201819,primary,Total,"Social, Emotional and Mental Health",108979,SEMH,"Social, Emotional, Mental Health",2018
201819,primary,Total,Specific Learning Difficulty,63693,SPLD,Cognition & Learning,2018
201819,primary,Total,"Speech, Language and Communications needs",205111,SLCN,Communication & Interaction,2018
201819,primary,Total,Visual Impairment,6218,VI,Physical &/or Sensory,2018
201819,secondary,EHC plans,Autistic Spectrum Disorder,14766,ASD,Communication & Interaction,2018
201819,secondary,EHC plans,Hearing Impairment,1961,HI,Physical &/or Sensory,2018
201819,secondary,EHC plans,Missing,1,MN,Other,2018
201819,secondary,EHC plans,Moderate Learning Difficulty,6752,MLD,Cognition & Learning,2018
201819,secondary,EHC plans,Multi- Sensory Impairment,170,MSI,Physical &/or Sensory,2018
201819,secondary,EHC plans,Other Difficulty/Disability,2016,OTH,Other,2018
201819,secondary,EHC plans,Physical Disability,3901,PD,Physical &/or Sensory,2018
201819,secondary,EHC plans,Profound & Multiple Learning Difficulty,236,PMLD,Cognition & Learning,2018
201819,secondary,EHC plans,Severe Learning Difficulty,1029,SLD,Cognition & Learning,2018
201819,secondary,EHC plans,"Social, Emotional and Mental Health",9019,SEMH,"Social, Emotional, Mental Health",2018
201819,secondary,EHC plans,Specific Learning Difficulty,4282,SPLD,Cognition & Learning,2018
201819,secondary,EHC plans,"Speech, Language and Communications needs",9807,SLCN,Communication & Interaction,2018
201819,secondary,EHC plans,Visual Impairment,1293,VI,Physical &/or Sensory,2018
201819,secondary,No SEN,Missing,2914182,MN,Other,2018
201819,secondary,SEN Support,Autistic Spectrum Disorder,27789,ASD,Communication & Interaction,2018
201819,secondary,SEN Support,Hearing Impairment,7504,HI,Physical &/or Sensory,2018
201819,secondary,SEN Support,Moderate Learning Difficulty,84181,MLD,Cognition & Learning,2018
201819,secondary,SEN Support,Multi- Sensory Impairment,655,MSI,Physical &/or Sensory,2018
201819,secondary,SEN Support,Other Difficulty/Disability,22603,OTH,Other,2018
201819,secondary,SEN Support,Physical Disability,8651,PD,Physical &/or Sensory,2018
201819,secondary,SEN Support,Profound & Multiple Learning Difficulty,149,PMLD,Cognition & Learning,2018
201819,secondary,SEN Support,SEN support but no specialist assessment of type of need,10710,NSA,No Specific Assessment,2018
201819,secondary,SEN Support,Severe Learning Difficulty,899,SLD,Cognition & Learning,2018
201819,secondary,SEN Support,"Social, Emotional and Mental Health",72204,SEMH,"Social, Emotional, Mental Health",2018
201819,secondary,SEN Support,Specific Learning Difficulty,81111,SPLD,Cognition & Learning,2018
201819,secondary,SEN Support,"Speech, Language and Communications needs",37767,SLCN,Communication & Interaction,2018
201819,secondary,SEN Support,Visual Impairment,4332,VI,Physical &/or Sensory,2018
201819,secondary,Total,Autistic Spectrum Disorder,42555,ASD,Communication & Interaction,2018
201819,secondary,Total,Hearing Impairment,9465,HI,Physical &/or Sensory,2018
201819,secondary,Total,Missing,2914183,MN,Other,2018
201819,secondary,Total,Moderate Learning Difficulty,90933,MLD,Cognition & Learning,2018
201819,secondary,Total,Multi- Sensory Impairment,825,MSI,Physical &/or Sensory,2018
201819,secondary,Total,Other Difficulty/Disability,24619,OTH,Other,2018
201819,secondary,Total,Physical Disability,12552,PD,Physical &/or Sensory,2018
201819,secondary,Total,Profound & Multiple Learning Difficulty,385,PMLD,Cognition & Learning,2018
201819,secondary,Total,SEN support but no specialist assessment of type of need,10710,NSA,No Specific Assessment,2018
201819,secondary,Total,Severe Learning Difficulty,1928,SLD,Cognition & Learning,2018
201819,secondary,Total,"Social, Emotional and Mental Health",81223,SEMH,"Social, Emotional, Mental Health",2018
201819,secondary,Total,Specific Learning Difficulty,85393,SPLD,Cognition & Learning,2018
201819,secondary,Total,"Speech, Language and Communications needs",47574,SLCN,Communication & Interaction,2018
201819,secondary,Total,Visual Impairment,5625,VI,Physical &/or Sensory,2018
201819,special,EHC plans,Autistic Spectrum Disorder,35627,ASD,Communication & Interaction,2018
201819,special,EHC plans,Hearing Impairment,879,HI,Physical &/or Sensory,2018
201819,special,EHC plans,Moderate Learning Difficulty,15693,MLD,Cognition & Learning,2018
201819,special,EHC plans,Multi- Sensory Impairment,302,MSI,Physical &/or Sensory,2018
201819,special,EHC plans,Other Difficulty/Disability,1930,OTH,Other,2018
201819,special,EHC plans,Physical Disability,3737,PD,Physical &/or Sensory,2018
201819,special,EHC plans,Profound & Multiple Learning Difficulty,8214,PMLD,Cognition & Learning,2018
201819,special,EHC plans,Severe Learning Difficulty,26288,SLD,Cognition & Learning,2018
201819,special,EHC plans,"Social, Emotional and Mental Health",15083,SEMH,"Social, Emotional, Mental Health",2018
201819,special,EHC plans,Specific Learning Difficulty,1887,SPLD,Cognition & Learning,2018
201819,special,EHC plans,"Speech, Language and Communications needs",8401,SLCN,Communication & Interaction,2018
201819,special,EHC plans,Visual Impairment,643,VI,Physical &/or Sensory,2018
201819,special,No SEN,Missing,133,MN,Other,2018
201819,special,No SEN,Severe Learning Difficulty,1,SLD,Cognition & Learning,2018
201819,special,SEN Support,Autistic Spectrum Disorder,347,ASD,Communication & Interaction,2018
201819,special,SEN Support,Hearing Impairment,27,HI,Physical &/or Sensory,2018
201819,special,SEN Support,Moderate Learning Difficulty,80,MLD,Cognition & Learning,2018
201819,special,SEN Support,Multi- Sensory Impairment,6,MSI,Physical &/or Sensory,2018
201819,special,SEN Support,Other Difficulty/Disability,87,OTH,Other,2018
201819,special,SEN Support,Physical Disability,88,PD,Physical &/or Sensory,2018
